"ident","type_aeroport","name","municipality","latitude_deg","longitude_deg","elevation_ft","Piste","Longueur_de_piste","Type_de_piste","Observations","wikipedia_link","fret"
"VLLN","small_airport","Luang Namtha Airport","Luang Namtha","20.966999","101.400002","1968","18-36","5249","Asphalt/","","","4458"
"VLOS","small_airport","Oudomsay Airport","Oudomsay","20.682699","101.994003","1804","","","","","http://en.wikipedia.org/wiki/Oudomsay_Airport","4301"
"VLPS","medium_airport","Pakse International Airport","Pakse","15.132100","105.780998","351","15-33","5332","CON/","","http://en.wikipedia.org/wiki/Pakse_Airport","13520"
"VLPV","small_airport","Phonesavanh Airport","","19.454901","103.218002","3628","14-32","3090","COP/","","","4712"
"VLSB","small_airport","Sayaboury Airport","Sainyabuli","19.243600","101.709300","962","","","","","http://en.wikipedia.org/wiki/Sayaboury_Airport","4690"
"VLSK","medium_airport","Savannakhet Airport","","16.556601","104.760002","509","44652","5358","CON/","","http://en.wikipedia.org/wiki/Savannakhet_Airport","13697"
"VLSN","medium_airport","Sam Neua Airport","","20.418400","104.067001","3281","46235","3715","ASP/","","","14291"
"VLSV","small_airport","Saravane Airport","Saravane","15.709439","106.410699","574","","","","","","4716"
"VLTK","small_airport","Thakhek Airport","Thakhek","17.400000","104.800003","449","","","","","","4020"
"VLVT","medium_airport","Wattay International Airport","Vientiane","17.988300","102.563004","564","13-31","9843","ASP/","","http://en.wikipedia.org/wiki/Wattay_International_Airport","13616"
"VLXK","small_airport","Xieng Khouang Airport","Xieng Khouang","19.450001","103.157997","3445","45839","8555","ASP/","","","4844"
"VMMC","large_airport","Macau International Airport","Taipa","22.149599","113.592003","20","16-34","10544","CON/","","http://en.wikipedia.org/wiki/Macau_International_Airport","103873"
"VNBG","small_airport","Bajhang Airport","Bajhang","29.539000","81.185402","4100","","","","","","4505"
"VNBJ","small_airport","Bhojpur Airport","Bhojpur","27.147400","87.050797","4000","","","","","","4769"
"VNBL","small_airport","Baglung Airport","Baglung","28.212799","83.666298","3320","","","","","","4687"
"VNBP","small_airport","Bharatpur Airport","Bharatpur","27.678101","84.429398","600","15-33","3799","ASP/","","","4685"
"VNBR","small_airport","Bajura Airport","Bajura","29.502001","81.668999","4300","","","","","","4710"
"VNBT","small_airport","Baitadi Airport","Baitadi","29.465300","80.549202","4200","","","","","","4578"
"VNBW","medium_airport","Bhairahawa Airport","Bhairawa","27.505699","83.416298","358","47027","9843","ASP/","","http://en.wikipedia.org/wiki/Gautam_Buddha_Airport","14026"
"VNCG","small_airport","Bhadrapur Airport","Bhadrapur","26.570801","88.079597","300","47027","3965","ASP/","","http://en.wikipedia.org/wiki/Bhadrapur_Airport","4792"
"VNDG","small_airport","Tulsipur Airport","Dang","28.111099","82.294197","2100","16-34","2730","UNK/","","","4619"
"VNDH","small_airport","Dhangarhi Airport","Dhangarhi","28.753300","80.581902","690","46631","5000","UNK/","","","4834"
"VNDL","small_airport","Darchula Airport","Darchula","29.669201","80.548401","2132","","","","","","4578"
"VNDP","small_airport","Dolpa Airport","Dolpa","28.985701","82.819099","8200","","","","","","4492"
"VNDR","small_airport","Dhorpatan Airport","Dhorpatan","28.517000","83.032997","8950","","","","","","4299"
"VNDT","small_airport","Silgadi Doti Airport","Silgadi Doti","29.263100","80.935997","2100","","","","","","4714"
"VNGK","small_airport","Gorkha Airport","Gorkha","28.049999","84.483002","1500","","","","","","4691"
"VNJI","small_airport","Jiri Airport","Jiri","27.617001","86.217003","6000","","","","","","4703"
"VNJL","small_airport","Jumla Airport","Jumla","29.274200","82.193298","7700","46631","2165","ASP/","","","4686"
"VNJP","medium_airport","Janakpur Airport","Janakpur","26.708799","85.922401","256","46631","3300","ASP/","","http://en.wikipedia.org/wiki/Janakpur_Airport","13934"
"VNJS","small_airport","Jomsom Airport","Jomsom","28.780426","83.723000","9000","45444","2424","ASP/","","http://en.wikipedia.org/wiki/Jomsom_Airport","4203"
"VNKL","small_airport","Kangel Danda Airport","","27.410633","86.646595","0","","","","","","4728"
"VNKT","medium_airport","Tribhuvan International Airport","Kathmandu","27.696600","85.359100","4390","43862","10007","ASP/","","http://en.wikipedia.org/wiki/Tribhuvan_International_Airport","13685"
"VNLD","small_airport","Lamidanda Airport","Lamidanda","27.253099","86.669998","4100","","","","","","4865"
"VNLK","small_airport","Lukla Airport","Lukla","27.686899","86.729698","9380","45444","1616","asphalt/","","","4989"
"VNLT","small_airport","Langtang Airport","Langtang","28.200001","85.583000","12000","","","","","","4535"
"VNMA","small_airport","Manang Airport","Ngawal","28.641399","84.089203","11001","47423","2133","ASP/","","","4263"
"VNMG","small_airport","Meghauli Airport","Meghauli","27.577400","84.228750","600","46235","3560","grass/","","","4481"
"VNMN","small_airport","Mahendranagar Airport","Mahendranagar","28.963200","80.147903","650","17-35","2900","UNK/","","","4720"
"VNNG","medium_airport","Nepalgunj Airport","Nepalgunj","28.103600","81.667000","540","46235","4935","ASP/","","http://en.wikipedia.org/wiki/Nepalgunj_Airport","13812"
"VNPK","medium_airport","Pokhara Airport","Pokhara","28.200899","83.982101","2712","44652","4720","ASP/","","http://en.wikipedia.org/wiki/Pokhara_Airport","13242"
"VNPL","small_airport","Phaplu Airport","Phaplu","27.517787","86.584454","7918","2-20 H1-","2201","ASP/CON","","","5114"
"VNRB","small_airport","Rajbiraj Airport","Rajbiraj","26.517000","86.750000","250","","","","","","4574"
"VNRC","small_airport","Ramechhap Airport","Ramechhap","27.393999","86.061401","1555","","","","","","4717"
"VNRK","small_airport","Rukumkot Airport","Rukumkot","28.627001","82.195000","2500","44256","1969","ASP/","","http://en.wikipedia.org/wiki/Rukumkot_Airport","4351"
"VNRP","small_airport","Rolpa Airport","Rolpa","28.267000","82.766998","4100","","","","","","4211"
"VNRT","small_airport","Rumjatar Airport","Rumjatar","27.303499","86.550400","4500","","","","","","4069"
"VNSI","small_airport","Simara Airport","Simara","27.159500","84.980103","450","43466","3911","ASP/","","http://en.wikipedia.org/wiki/Simara_Airport","4724"
"VNSK","small_airport","Surkhet Airport","Surkhet","28.586000","81.636002","2400","43862","3400","UNK/","","","4368"
"VNSR","small_airport","Sanfebagar Airport","Sanfebagar","29.233000","81.217003","2280","","","","","http://en.wikipedia.org/wiki/Sanfebagar_Airport","4609"
"VNST","small_airport","Simikot Airport","Simikot","29.971100","81.818901","9246","","","","","","4902"
"VNTH","small_airport","Thamkharka Airport","Khotang Bazar","27.047870","86.858022","5240","","","","","","4463"
"VNTJ","small_airport","Suketar Airport","Taplejung","27.350900","87.695250","7990","45839","2313","/","","http://en.wikipedia.org/wiki/Taplejung_Airport","4344"
"VNTP","small_airport","Tikapur Airport","Tikapur","28.517000","81.150002","797","","","","","","4387"
"VNTR","small_airport","Tumling Tar Airport","Tumling Tar","27.315001","87.193298","1700","16-34","4000","UNK/","","","4649"
"VNVT","medium_airport","Biratnagar Airport","Biratnagar","26.481501","87.264000","236","46631","4937","ASP/","","http://en.wikipedia.org/wiki/Biratnagar_Airport","13522"
"VO26","small_airport","Kovilpatti Airport","","9.153890","77.821198","325","17-35","3967","ASP/","","","5209"
"VO52","small_airport","Harihar Airport","","14.535100","75.787399","1750","45444","4893","ASP/","","","4395"
"VO55","medium_airport","Murod Kond Airport","Latur","18.411501","76.464699","2136","45047","7546","ASP/","","http://en.wikipedia.org/wiki/Latur_Airport","13779"
"VO80","small_airport","Tuticorin Southwest Airport","","8.724240","78.025803","129","47027","4434","ASP/","","","4380"
"VO94","small_airport","Campbell Bay Airport","","7.013040","93.922798","16","45047","3445","ASP/","","","4701"
"VO95","small_airport","Hosur Airport","","12.661300","77.767197","3116","46631","7200","ASP/","","","4397"
"VOAR","small_airport","Arkonam Airport","","13.071200","79.691200","265","45444","13460","PEM/","","http://en.wikipedia.org/wiki/Arakkonam_Naval_Air_Station","4387"
"VOAT","medium_airport","Agatti Airport","","10.823700","72.176003","14","44652","4235","ASP/","","http://en.wikipedia.org/wiki/Agatti_Aerodrome","13989"
"VOBG","medium_airport","HAL Airport","Bangalore","12.950000","77.668198","2912","46631","10850","ASP/","","http://en.wikipedia.org/wiki/HAL_Bangalore_International_Airport","13888"
"VOBI","medium_airport","Bellary Airport","Bellary","15.162800","76.882797","30","11293","3630","ASP/","","http://en.wikipedia.org/wiki/Bellary_Airport","13809"
"VOBL","large_airport","Bengaluru International Airport","Bangalore","13.197900","77.706299","3000","09L-27R 09R-27L","1312313123","ASP/ASP","","http://en.wikipedia.org/wiki/Bengaluru_International_Airport","104063"
"VOBR","medium_airport","Bidar Air Force Station","","17.908100","77.487099","2178","2-20 8-26","6955/6798","ASP/ASP","","","14216"
"VOBZ","medium_airport","Vijayawada Airport","","16.530399","80.796799","82","46235","7900","ASP/","","http://en.wikipedia.org/wiki/Vijayawada_Airport","13509"
"VOCB","medium_airport","Coimbatore International Airport","Coimbatore","11.030000","77.043404","1324","45047","8480","ASP/","","http://en.wikipedia.org/wiki/Coimbatore_Airport","13722"
"VOCC","small_airport","Willingdon Island Air Base","Kochi","9.947390","76.273102","8","13-31 17-35","4640/5960","ASP/ASP","","http://en.wikipedia.org/wiki/Willingdon_Island","4640"
"VOCI","large_airport","Cochin International Airport","Cochin","10.152000","76.401901","30","46631","11155","ASP/","","http://en.wikipedia.org/wiki/Cochin_International_Airport","103642"
"VOCL","large_airport","Calicut International Airport","Calicut","11.136800","75.955299","342","47027","9383","ASP/","","http://en.wikipedia.org/wiki/Calicut_International_Airport","103734"
"VOCP","medium_airport","Cuddapah Airport","","14.510000","78.772797","430","47423","6562","ASP/","","http://en.wikipedia.org/wiki/Cuddapah_Airport","13464"
"VOCX","medium_airport","Car Nicobar Air Force Station","","9.152510","92.819603","5","43862","8914","CON/","","http://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base","13026"
"VODG","medium_airport","Dundigul Air Force Academy","Hyderabad","17.627199","78.403397","2013","10L-28R 10R-28L","8250/6800","CON/ASP/","","http://en.wikipedia.org/wiki/Dundigul_Air_Force_Academy","13434"
"VODK","small_airport","Dunakonda Airport","Dunakonda","15.833000","79.500000","462","","","","","","4873"
"VOHK","small_airport","Hakimpet Airport","","17.553499","78.524902","2020","46631","6873","CON/","","","5056"
"VOHS","large_airport","Rajiv Gandhi International Airport","Hyderabad","17.231318","78.429855","2024","09L-27R 09R-27L","1216213976","ASP/ASP","","http://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport","103586"
"VOHY","medium_airport","Begumpet Airport","Hyderabad","17.453100","78.467598","1742","46631","10600","ASP/","","http://en.wikipedia.org/wiki/Begumpet_Airport","13430"
"VOKP","small_airport","Koppal Aerodrome","Koppal","15.359100","76.219299","1700","47027","6000","UNK/","","","4712"
"VOMD","medium_airport","Madurai Airport","Madurai","9.834510","78.093399","459","9-27 13-31","5990/4603","ASP/CON","","http://en.wikipedia.org/wiki/Madurai_Airport","13470"
"VOML","medium_airport","Mangalore International Airport","Mangalore","12.961300","74.890099","337","6-24 9-27","8035/5300","CON/ASP/","","http://en.wikipedia.org/wiki/Mangalore_International_Airport","13459"
"VOMM","large_airport","Chennai International Airport","Chennai","12.990005","80.169296","52","7-25 12-30","120016708","ASP/PEM","","http://en.wikipedia.org/wiki/Chennai_International_Airport","103946"
"VOMY","small_airport","Mysore Airport","Mysore","12.307200","76.649696","2349","46631","5709","CON/","","","4701"
"VONS","small_airport","Nagarjuna Sagar Airport","","16.542700","79.318703","658","46631","5050","ASP/","","","4647"
"VOPB","medium_airport","Vir Savarkar International Airport","Port Blair","11.641200","92.729698","14","44652","10795","ASP/","","http://en.wikipedia.org/wiki/Vir_Savarkar_Airport","13612"
"VOPC","medium_airport","Pondicherry Airport","","11.968700","79.810097","118","45839","4921","ASP/","","","13955"
"VOPN","medium_airport","Sri Sathya Sai Airport","","14.149300","77.791100","1558","46631","7315","ASP/","","http://en.wikipedia.org/wiki/Sri_Sathya_Sai_Airport","13696"
"VORM","small_airport","Ramnad Naval Air Station","Ramnad","9.325090","78.971497","16","43466","2385","ASP/","","","4852"
"VORY","medium_airport","Rajahmundry Airport","Rajahmundry","17.110399","81.818199","151","45047","10384","ASP/","","http://en.wikipedia.org/wiki/Rajahmundry_Airport","13694"
"VOSM","medium_airport","Salem Airport","","11.783300","78.065598","1008","44652","5925","ASP/","","","13873"
"VOSX","small_airport","Coimbatore Air Force Station","Sulur","11.013600","77.159698","1250","45047","8255","ASP/","","","4627"
"VOTJ","small_airport","Tanjore Air Force Base","Thanjavur","10.722400","79.101601","253","7-25 14-32","5680/4757","CON/CON","","http://en.wikipedia.org/wiki/Tanjore_Air_Force_Base","4594"
"VOTP","small_airport","Tirupati Airport","Tirupati","13.632500","79.543297","350","46235","7500","ASP/","","http://en.wikipedia.org/wiki/Tirupati_Airport","4626"
"VOTR","medium_airport","Tiruchirapally Civil Airport Airport","Tiruchirappally","10.765400","78.709702","288","9-27 15-33","6115/4776","ASP/ASP","","http://en.wikipedia.org/wiki/Tiruchirapalli_Airport","13821"
"VOTV","large_airport","Trivandrum International Airport","Trivandrum","8.482120","76.920097","15","14-32","11148","ASP/","","http://en.wikipedia.org/wiki/Trivandrum_International_Airport","103696"
"VOTX","small_airport","Tambaram Air Force Station","Chennai","12.907200","80.121902","90","5-23 12-30","4965/5965","ASP/ASP","","","4928"
"VOVR","small_airport","Vellore Airport","Vellore","12.908800","79.066803","764","","","","","","4626"
"VOWA","small_airport","Warangal Airport","Warrangal","17.914400","79.602203","935","46631","6000","/","","http://en.wikipedia.org/wiki/Warangal_Airport","5004"
"VOYK","small_airport","Yelahanka Air Force Station","Yelahanka","13.135500","77.606003","3045","46631","7205","ASP/","","http://en.wikipedia.org/wiki/Yelahanka_Air_Force_Station","4821"
"VQ10","small_airport","Yongphulla Airport","","27.256399","91.514503","9000","11293","4154","BIT/","","http://en.wikipedia.org/wiki/Yongphulla_Airport","4746"
"VQGP","medium_airport","Gelephu Airport","Gelephu","26.884560","90.464120","980","47423","4921","Asphalt/","","http://en.wikipedia.org/wiki/Gelephu_Airport","13639"
"VQPR","medium_airport","Paro Airport","Paro","27.403200","89.424599","7332","15-33","7431","ASP/","","http://en.wikipedia.org/wiki/Paro_Airport","14009"
"VRMF","small_airport","Fuvahmulah Airport","Fuvahmulah Island","-0.309722","73.435000","17","","","","","","4263"
"VRMG","medium_airport","Gan International Airport","Gan","-0.693342","73.155602","6","47027","12000","CON/","","http://en.wikipedia.org/wiki/Gan_International_Airport","13918"
"VRMH","medium_airport","Hanimaadhoo Airport","Haa Dhaalu Atoll","6.744230","73.170502","4","44256","4003","BIT/","","http://en.wikipedia.org/wiki/Hanimaadhoo_Airport","13501"
"VRMK","medium_airport","Kadhdhoo Airport","Kadhdhoo","1.859170","73.521896","4","44256","4003","BIT/","","http://en.wikipedia.org/wiki/Kadhdhoo_Airport","13626"
"VRMM","large_airport","Male International Airport","Male","4.191830","73.529099","6","18-36","11155","ASP/","","http://en.wikipedia.org/wiki/Mal%C3%A9_International_Airport","119663"
"VRMO","small_airport","Kooddoo Airport","Huvadhu Atoll","0.732400","73.433600","29","18-36","5905","/","","http://en.wikipedia.org/wiki/Kooddoo_Airport","4338"
"VRMT","medium_airport","Kaadedhdhoo Airport","Huvadhu Atoll","0.488131","72.996902","2","16-34","4003","BIT/","","http://en.wikipedia.org/wiki/Kaadedhdhoo_Domestic_Airport","13416"
"VRMV","medium_airport","Villa Airport","Maamigili","3.470556","72.835833","6","46631","5905","ASP/","","http://en.wikipedia.org/wiki/Maamigili_Airport","13186"
"VT01","small_airport","Teal Farm Airport","Huntington","44.282600","-72.937302","1440","18-36","2000","TURF/","","","4464"
"VT02","small_airport","Red Fox Airport","Bondville","43.147301","-72.885101","1434","","","","","","4651"
"VT03","small_airport","Maule's Roost Airport","Lincoln","44.088699","-72.980904","1100","18-36","1200","TURF/","","","4657"
"VT04","heliport","Southwestern Vermont Heliport","Bennington","42.874500","-73.207603","800","H1-","84","ASPH/","","","4242"
"VT06","small_airport","Santa's Airport","Putney","43.004398","-72.473701","673","17-35","2500","TURF/","","","4398"
"VT07","heliport","Berlin Armory Heliport","Berlin","44.220901","-72.565697","950","","","","","","4771"
"VT08","heliport","Bradford Armory Heliport","Bradford","44.001499","-72.123100","465","H1-","90","TURF/","","","4812"
"VT09","small_airport","Spencer Airport","Addison","44.113602","-73.290298","310","44652","2000","TURF/","","","4885"
"VT10","small_airport","Manning Personal Airstrip","Bridport","43.981400","-73.385696","255","N-S","2200","TURF/","","","4179"
"VT11","small_airport","Ass-Pirin Acres Airport","Addison","44.068699","-73.373398","130","1-19 10-28","3700/2600","TURF/TURF","","","4604"
"VT12","small_airport","E.A.Deeds Farm Airport","Charlotte","44.291199","-73.283203","127","43466","1800","TURF/","","","4653"
"VT13","small_airport","Holloway Airport","Chester","43.300098","-72.717598","1520","N-S","1126","TURF/","","","4600"
"VT14","small_airport","Axinn Airport","Weybridge","44.045101","-73.189598","450","43862","1400","TURF/","","","4516"
"VT15","small_airport","Savage Island Airport","Grand Isle","44.703899","-73.246002","125","43862","2500","TURF/","","","4599"
"VT16","heliport","Velco Heliport","Rutland","43.659801","-72.992897","715","H1-","195","ASPH/","","","4380"
"VT17","small_airport","Smith Airport","Ludlow","43.368999","-72.674301","1502","43862","1600","TURF/","","","4698"
"VT18","heliport","Morrisville Armory Heliport","Morrisville","44.554199","-72.527298","800","","","","","","4742"
"VT19","heliport","Newport Armory Heliport","Newport","44.949501","-72.199501","700","","","","","","4889"
"VT20","small_airport","Mach Personal Strip","Pawlet","43.366699","-73.148201","854","NE-SW","1750","TURF/","","","4963"
"VT21","heliport","State Garage Site Heliport","St. Albans","44.826401","-73.088203","380","","","","","","4462"
"VT22","small_airport","Shelburne Farms Airport","Shelburne","44.401402","-73.267097","130","N-S","1900","TURF/","","","4653"
"VT23","small_airport","Bostwick Farm Airport","Shelburne","44.370899","-73.250397","220","43466","2500","TURF/","","","4597"
"VT24","small_airport","Torrey Airport","Shoreham","43.931999","-73.370102","280","","","","","","5042"
"VT25","small_airport","Sky Acres Airport","South Burlington","44.416698","-73.166199","330","N-S","1730","TURF/","","","4762"
"VT26","small_airport","Allenholm Airport","South Hero","44.634499","-73.306801","140","18-36","2000","TURF/","","","4842"
"VT27","heliport","Villeneuve Heliport","Underhill","44.515900","-72.951202","650","","","","","","4659"
"VT28","heliport","Vergennes Armory Heliport","Vergennes","44.170898","-73.246803","200","H1-","85","GRASS / SOD","","","4811"
"VT29","small_airport","Mad River Fly-In Airport","Waitsfield","44.226398","-72.795403","710","13-31","1000","TURF/","","","4544"
"VT30","small_airport","Ketcham Lndg Area Airport","Waitsfield","44.162601","-72.834000","780","N-S","1050","TURF/","","","4473"
"VT31","small_airport","Carriers Skypark Airport","Washington","44.111198","-72.444000","1600","43466","1500","GRAVEL/","","","4715"
"VT32","heliport","Bobby Heliport","Brookline","42.988998","-72.628098","420","H1-","75","GRASS / SOD","","","4558"
"VT33","small_airport","Yankee Kingdom Airport","West Addison","44.105598","-73.377899","200","46631","4000","TURF/","","","4457"
"VT34","small_airport","Major W. Guth STOLport","Westminster","43.060101","-72.491997","819","43466","1200","GRAVEL/","","","4457"
"VT35","heliport","Williston Armory Heliport","Williston","44.438900","-73.077301","495","","","","","","4149"
"VT36","heliport","Mchv Heliport","Burlington","44.473400","-73.188698","345","H1-","100","ASPH/ CONC","","","4611"
"VT37","heliport","Windsor Armory Heliport","Windsor","43.470901","-72.403702","400","H1-","85","GRASS / SOD","","","4472"
"VT38","small_airport","Greenwoods Airfield","Alburg","45.009201","-73.246696","179","43466","2200","TURF/","","","4436"
"VT39","small_airport","Taylor Airport","Wolcott","44.607601","-72.480400","1140","NW-SE","2000","TURF/","","","4740"
"VT40","heliport","Wenlock Crossing Heliport","Ferdinand","44.777000","-71.751503","1157","H1-","195","GRAVEL / CINDERS / CRUSHED ROCK / CORAL/SHELLS / SLAG","","","4893"
"VT41","small_airport","Moore's Field","Brattleboro","42.924198","-72.529800","310","","","","","","4807"
"VT42","small_airport","Two Tails Airport","Morrisville","44.512600","-72.607101","754","11293","1700","TURF/","","","4889"
"VT43","small_airport","Onyon Airport","Townshend","43.019199","-72.652901","427","11293","2000","TURF/","","","4833"
"VT44","small_airport","Perras Field","Morrisville","44.526699","-72.581497","820","16-34","2000","TURF/","","","4633"
"VT45","small_airport","Davis Private Airport","Jericho","44.517300","-72.979301","640","NE-SW","1500","TURF/","","","4821"
"VT46","small_airport","Northern Lights Airport","Alburg","44.872002","-73.286499","130","44256","2000","TURF/","","","4484"
"VT47","small_airport","Miller's Pleasure Airfield","Vernon","42.778599","-72.527802","285","18-36","1800","TURF/","","","4461"
"VT48","small_airport","Fairholt Airport","Burlington","44.461399","-73.195999","350","43862","1100","TURF/","","","4613"
"VT50","heliport","Enosburg Falls Armory Heliport","Enosburg Falls","44.913898","-72.805099","410","H1-","400","GRASS / SOD","","","5018"
"VT51","heliport","Ibm Heliport","Essex Junction","44.481701","-73.096497","385","H1-","90","CONC/","","","5097"
"VT52","small_airport","Shaw Meadow Airport","Milton","44.643398","-73.187599","230","43466","2150","TURF/","","","4389"
"VT53","small_airport","Staton Airport","Panton","44.117599","-73.378700","140","2-20 8-26","960/1400","TURF/TURF/","","","4784"
"VT54","heliport","R G Newsome Heliport","Quechee","43.651501","-72.422302","660","","","","","","5334"
"VT55","small_airport","Brandon Airport","Randolph","43.901199","-72.582901","710","17-35","1300","TURF/","","","4670"
"VT56","small_airport","West Burke Aerodrome","West Burke","44.613098","-71.980904","1285","43466","1000","TURF/","","","4450"
"VT57","seaplane_base","Malletts Head Seaplane Base","Colchester","44.560600","-73.240402","95","11293","3000","WATER/","","","4763"
"VT58","seaplane_base","Stave Island Seaplane Base","South Hero","44.595901","-73.347603","95","46631","3000","WATER/","","","4796"
"VT59","small_airport","Ardell Flying Field","Manchester","43.277802","-72.910797","1919","18-36","1900","TURF/","","","4538"
"VT60","small_airport","Hulett Landing Strip","West Pawlett","43.330101","-73.242599","720","43862","1125","TURF/","","","4852"
"VT61","heliport","Rutland Regional Medical Center Heliport","Rutland","43.598099","-72.955002","650","H1-","97","ASPH/ CONC","","","4686"
"VT62","small_airport","Catamount Airfield","Cabot","44.390400","-72.350601","1350","44652","1390","TURF-GRVL/","","","5413"
"VT63","small_airport","Douglas Field","North Troy","44.995300","-72.378998","650","14-32","1200","TURF/","","","4500"
"VT64","small_airport","Mountain View Farm Airport","Morristown","44.515301","-72.641197","1200","43862","1500","TURF/","","","5118"
"VT70","heliport","North Country Hospital Heliport","Newport","44.956402","-72.199501","720","H1-","50","ASPH/ CONC","","","4954"
"VT73","small_airport","Melrose Springs Airfield","Bridport","43.944861","-73.316833","300","45047","1700","Grass/","","","4769"
"VT96","heliport","Mansfield Heliflight Inc Heliport","Milton","44.600117","-73.165050","175","H1-H1","70","CONC/","","","4385"
"VTBD","large_airport","Don Mueang International Airport","Bangkok","13.912600","100.607002","9","03L-21R 03R-21L","1213911483","ASP/ASP","","http://en.wikipedia.org/wiki/Don_Mueang_International_Airport","103479"
"VTBH","small_airport","Sa Pran Nak Airport","","14.949400","100.642998","95","1-19 6-24","3300/3890","ASP/ASP","","","4723"
"VTBI","small_airport","Khao E To Airport","","14.077800","101.379997","80","17-35","3280","ASP/","","","4739"
"VTBK","medium_airport","Kamphaeng Saen Airport","Nakhon Pathom","14.102000","99.917198","30","44256","9000","CON/","","","13611"
"VTBL","medium_airport","Khok Kathiam Airport","","14.874600","100.663002","123","5-23 10-28 16-34","44356007252","CON/ASP/ASP","","","13571"
"VTBN","small_airport","Prachuap Khiri Khan Airport","Prachuap Khiri Khan","12.417200","99.869400","0","","","","","","4518"
"VTBO","medium_airport","Trat Airport","","12.274600","102.319000","105","45047","4950","ASP/","","http://en.wikipedia.org/wiki/Trat_Airport","13617"
"VTBP","small_airport","Prachuap Airport","","11.788400","99.804703","10","8-26 18-36","6562/3281","ASP/ASP","","","4863"
"VTBS","large_airport","Suvarnabhumi Airport","Bangkok","13.681100","100.747002","5","1-19 02L-20R 02R-20L","131231312312139","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Suvarnabhumi_Airport","103852"
"VTBT","small_airport","Bang Pra Airport","Bang Pra","13.232426","100.956802","10","45047","3031","ASP/","","","4341"
"VTBU","medium_airport","U-Tapao International Airport","Rayong","12.679900","101.004997","42","18-36","11500","ASP/","","http://en.wikipedia.org/wiki/U-Tapao_International_Airport","14063"
"VTBW","small_airport","Watthana Nakhon Airport","","13.768800","102.315002","200","45047","4922","ASP/","","","4889"
"VTCB","small_airport","Phayao Ban Chiang Kham Airport","Phayao Ban Chiang Kham","19.497222","100.282997","1272","","","","","","4973"
"VTCC","large_airport","Chiang Mai International Airport","Chiang Mai","18.766800","98.962601","1036","18-36","11155","ASP/","","http://en.wikipedia.org/wiki/Chiang_Mai_International_Airport","103737"
"VTCH","medium_airport","Mae Hong Son Airport","","19.301300","97.975800","929","47423","6562","ASP/","","http://en.wikipedia.org/wiki/Mae_Hong_Son_Airport","13515"
"VTCI","small_airport","Mae Hong Son Airport","Mae Hong Son","19.372000","98.436996","1271","43466","2329","ASP/","","http://en.wikipedihttp://en.wikipedia.org/wiki/Pai_Airporta.org/wiki/Pai_Airport","4796"
"VTCL","medium_airport","Lampang Airport","","18.270901","99.504204","811","18-36","6465","ASP/","","http://en.wikipedia.org/wiki/Lampang_Airport","13561"
"VTCN","medium_airport","Nan Airport","","18.807899","100.782997","685","43862","6562","ASP/","","http://en.wikipedia.org/wiki/Nan_Airport","13378"
"VTCO","small_airport","Lamphun Airport","","18.546816","99.012029","925","","","","","http://en.wikipedia.org/wiki/Lamphun_Airport","4815"
"VTCP","medium_airport","Phrae Airport","","18.132200","100.165001","538","43466","4921","ASP/","","","13792"
"VTCR","small_airport","Chiang Rai Airport","","19.885401","99.826797","1312","18-36","5065","ASP/","","http://en.wikipedia.org/wiki/Chiang_Rai_Airport","4725"
"VTCS","small_airport","Mae Sariang Airport","Mae Sariang","18.183001","97.932999","1030","43466","2400","Asphalt/","","","4418"
"VTCT","medium_airport","Chiang Rai International Airport","Chiang Rai","19.952299","99.882896","1280","44256","9843","ASP/","","http://en.wikipedia.org/wiki/Chiang_Rai_International_Airport","13789"
"VTED","small_airport","Udorn Air Base","Ban Mak Khaen","17.382999","102.800003","0","","","","","","4469"
"VTPB","medium_airport","Phetchabun Airport","","16.676001","101.195000","450","18-36","6890","ASP/","","http://en.wikipedia.org/wiki/Phetchabun_Airport","13482"
"VTPH","medium_airport","Hua Hin Airport","Hua Hin","12.636200","99.951500","62","16-34","6890","ASP/","","http://en.wikipedia.org/wiki/Hua_Hin_Airport","13481"
"VTPI","medium_airport","Takhli Airport","","15.277300","100.295998","107","18-36","9843","CON/","","http://en.wikipedia.org/wiki/Takhli_Royal_Thai_Air_Force_Base","13660"
"VTPL","small_airport","Sak Long Airport","","16.824301","101.251000","500","43466","3281","ASP/","","","4829"
"VTPM","medium_airport","Mae Sot Airport","","16.699900","98.545097","690","46631","4921","ASP/","","http://en.wikipedia.org/wiki/Mae_Sot_Airport","13553"
"VTPN","small_airport","Nakhon Sawan Airport","","15.673000","100.137001","113","45047","4481","ASP/","","","4710"
"VTPO","medium_airport","Sukhothai Airport","","17.238001","99.818199","179","18-36","6890","ASP/","","http://en.wikipedia.org/wiki/Sukhothai_Airport","13344"
"VTPP","medium_airport","Phitsanulok Airport","","16.782900","100.278999","154","14-32","9843","ASP/","","http://en.wikipedia.org/wiki/Phitsanulok_Airport","13767"
"VTPR","small_airport","Photharam Airport","Photharam","13.668600","99.731400","88","","","","","","4794"
"VTPT","medium_airport","Tak Airport","","16.896000","99.253304","478","46631","4921","ASP/","","","13258"
"VTPU","small_airport","Uttaradit Airport","Uttaradit","17.617001","100.099999","262","","","","","","4953"
