"ident","type_aeroport","name","municipality","latitude_deg","longitude_deg","elevation_ft","Piste","Longueur_de_piste","Type_de_piste","Observations","wikipedia_link","fret"
"EIKN","medium_airport","Ireland West Knock Airport","Charleston","53.910301","-8.818490","665","46235","7546","ASP/","","http://en.wikipedia.org/wiki/Ireland_West_Airport_Knock","13837"
"EIKY","medium_airport","Kerry Airport","Killarney","52.180901","-9.523780","112","7-25 8-26","4035/6562","ASP/ASP","","http://en.wikipedia.org/wiki/Kerry_Airport","13552"
"EILT","small_airport","Letterkenny Airport","Letterkenny","54.951302","-7.672830","20","46235","1969","GRASS HARDCORE","","","4731"
"EIME","medium_airport","Casement Air Base","Baldonnel","53.301701","-6.451330","319","4-22 10-28","4800/6001","ASP/ASP","","http://en.wikipedia.org/wiki/Casement_Aerodrome","13469"
"EIMG","small_airport","Moneygall Aerodrome","Moneygall","52.849998","-7.983000","450","","","","","http://en.wikipedia.org/wiki/Moneygall_Aerodrome","4681"
"EIMH","small_airport","Athboy Airport","Athboy","53.637779","-6.878611","230","47423","1312","grass/","","","5001"
"EIMN","small_airport","Inishmaan Aerodrome","Inis Meein","53.092999","-9.568060","15","5-23 15-33","869/1791","/Bituminous/","","","4559"
"EIMY","small_airport","Moyne Aerodrome","Thurles","52.703098","-7.705280","400","43862","1165","Grass/","","http://en.wikipedia.org/wiki/Moyne_Aerodrome","4534"
"EINC","small_airport","Newcastle Aerodrome","Newcastle","53.071098","-6.045280","1","18-36","2263","Grass/","","","4418"
"EINN","large_airport","Shannon Airport","Shannon","52.702000","-8.924820","46","45444","10495","ASP/","Scène MSFS","https://fr.flightsim.to/file/8920/einn-shannon-airport-msfs-2020","105338"
"EIPT","small_airport","Powerscourt Airfield","Powerscourt","53.178301","-6.196495","470","","","","","","4810"
"EIRT","small_airport","Rathcoole Aerodrome","Rathcoole","52.105598","-8.983330","281","46631","1476","UNK/","","","4556"
"EISG","medium_airport","Sligo Airport","Sligo","54.280201","-8.599210","11","47027","3517","ASP/","","http://en.wikipedia.org/wiki/Sligo_Airport","13719"
"EISP","small_airport","Spanish Point Airport","Spanish Point","52.849701","-9.417000","0","","","","","","4439"
"EITM","small_airport","Trim Aerodrome","Trim","53.574699","-6.738610","200","47027","1837","UNK/","","http://en.wikipedia.org/wiki/Trim_Aerodrome","4382"
"EITT","small_airport","Trevet Airfield","Dunshaughlin","53.548611","-6.516944","385","44652","2132","Grass/","","","4632"
"EIWF","medium_airport","Waterford Airport","Waterford","52.187199","-7.086960","119","44256","4701","ASP/","","http://en.wikipedia.org/wiki/Waterford_Airport","13724"
"EIWT","medium_airport","Weston Airport","Leixlip","53.352200","-6.486110","150","45839","3038","ASPH/","","http://en.wikipedia.org/wiki/Weston_Airport","13713"
"EKAE","small_airport","ere Airport","ere","54.852798","10.456400","3","","","","","","4784"
"EKAH","medium_airport","Aarhus Airport","Aarhus","56.299999","10.619000","82","10L-28R 10R-28L","9111/8865","PEM/PEM/","","http://en.wikipedia.org/wiki/Aarhus_Airport","13864"
"EKAL","closed","Allered Airport","Allered","55.870300","12.315500","135","","","","","","4975"
"EKAR","heliport","South (Syd) Arne Helideck","","56.080280","4.230389","0","","","","","","4747"
"EKAT","small_airport","Anholt Airport","Anholt","56.698898","11.555900","23","44256","2133","grass/","","","4692"
"EKAV","small_airport","Avne Air Base","Avne","55.083000","11.783000","13","","","","","","4545"
"EKBI","large_airport","Billund Airport","Billund","55.740299","9.151780","247","46631","10172","ASP/","","http://en.wikipedia.org/wiki/Billund_Airport","103789"
"EKCE","heliport","Cecilie Helideck","","56.402115","4.759611","0","","","","","","4614"
"EKCH","large_airport","Copenhagen Kastrup Airport","Copenhagen","55.617901","12.656000","17","04L-22R 04R-22L 12-30","11811/10827/9186","ASP/ASP/ASPH","","http://en.wikipedia.org/wiki/Copenhagen_Airport","204404"
"EKDB","heliport","Dan B Helideck","","55.469040","5.133056","0","","","","","","4804"
"EKDE","heliport","Dan E Helideck","","55.480640","5.116167","0","","","","","","4502"
"EKDF","heliport","Dan F Helideck","","55.478100","5.105528","0","","","","","","4557"
"EKEB","medium_airport","Esbjerg Airport","Esbjerg","55.525902","8.553400","97","46235","8527","ASP/","","http://en.wikipedia.org/wiki/Esbjerg_Airport","13940"
"EKEL","small_airport","Endelave West Airport","Endelave","55.756500","10.248500","15","47423","2133","grass/","","","4355"
"EKFA","heliport","Frooba Heliport","Frooba","61.543701","-6.774420","77","","","","","","4871"
"EKFU","small_airport","Fur Airport","Fur","56.824402","8.986110","30","","","","","","4490"
"EKGC","heliport","Gorm C Helideck","","55.579849","4.758889","0","","","","","","4945"
"EKGH","small_airport","Grenholt Hillered Airport","Grenholt","55.941399","12.382200","97","47423","3294","ASP/","","","4451"
"EKGR","small_airport","Grenaa Airport","Grenaa","56.442501","10.930600","20","43466","2296","Grass/","","","4440"
"EKHA","heliport","Halfdan A Helideck","","55.530857","5.004167","0","","","","","","4631"
"EKHB","heliport","Halfdan B Helideck","","55.538612","5.033333","0","","","","","","4550"
"EKHD","heliport","Harald Helideck","","56.344120","4.271917","0","","","","","","4771"
"EKHG","small_airport","Herning Airport","Herning","56.184700","9.044450","167","9-27 09GL-27GL 15-33","3934/2854/2188","Asphalt/Grass/Grass","","","4521"
"EKHK","small_airport","Holbaek (Ny Hagested) Airport","Holbaek","55.732800","11.602800","2","47027","1854","GRS/","","","4547"
"EKHN","heliport","Horns Rev B Helideck","","55.600166","7.623806","0","","","","","","4769"
"EKHO","small_airport","Lindtorp Airport","Holstebro","56.396702","8.441940","49","45839","3935","ASP/","","","4639"
"EKHR","heliport","Horns Rev A Helideck","","55.508949","7.874917","0","","","","","","4293"
"EKHS","small_airport","Hadsund Airport","Hadsund","56.755924","10.228829","8","","","","","","4461"
"EKHV","small_airport","Haderslev Airport","Haderslev","55.302200","9.522500","81","47027","3675","ASP/","","","4481"
"EKKA","medium_airport","Karup Airport","Karup","56.297501","9.124630","170","3-21 9-27 09L-27R 09R-27L 14-32","2818/2789/9816/9600/0000","PEM/GRS/ASP/PEM/PEM","","http://en.wikipedia.org/wiki/Karup_Airport","13841"
"EKKL","small_airport","Kalundborg Airport","Kalundborg","55.700298","11.250000","1","","","","","","4852"
"EKKO","small_airport","Korser Airport","Korser","55.336899","11.241700","39","","","","","","3886"
"EKKV","heliport","Klaksvik Heliport","Klaksvik","62.217850","-6.576455","263","","","","","http://no.wikipedia.org/wiki/Klaksv%C3%ADk_Heliport","4517"
"EKLS","small_airport","Lese Airport","Lese","57.277199","11.000100","25","45839","3045","ASP/","","","4120"
"EKLV","small_airport","Lemvig Airport","Lemvig","56.502998","8.311330","97","","","","","","4296"
"EKMB","medium_airport","Lolland Falster Maribo Airport","Lolland Falster / Maribo","54.699299","11.440100","16","46631","3937","ASP/","","","13279"
"EKMN","small_airport","Kostervig Mon Airport","Koster","54.964699","12.194400","3","46631","1640","grass/","","","4589"
"EKMS","heliport","Mykines Heliport","Mykines","62.102100","-7.645920","110","","","","","","4859"
"EKNI","heliport","Nini Helideck","","56.640804","5.321111","0","","","","","","4794"
"EKNM","small_airport","Morse Airport. Tedse","Morse","56.824402","8.786670","53","","","","","","5051"
"EKNS","small_airport","Nakskov Airport","Naksnov","54.817200","11.130800","3","","","","","","4569"
"EKOD","medium_airport","Odense Airport","Odense","55.476700","10.330900","56","6-24 13-31","6053/2280","ASP/GRS","","http://en.wikipedia.org/wiki/Odense_Airport","14036"
"EKPB","small_airport","Kruse-Padborg Airport","Kruse / Padborg","54.870300","9.279010","88","44652","3524","ASP/","","","5121"
"EKRA","small_airport","Rarup Airport","Rarup","55.778599","9.938890","131","","","","","","5167"
"EKRD","small_airport","Randers Airport","Randers","56.506599","10.036400","139","45839","2953","UNK/","","","4870"
"EKRF","heliport","Rolf Helideck","","55.606155","4.491333","0","","","","","","4714"
"EKRK","medium_airport","Copenhagen Roskilde Airport","Copenhagen","55.585602","12.131400","146","3-21 11-29","4921/5709","ASP/ASP","","http://en.wikipedia.org/wiki/Roskilde_Airport","13886"
"EKRN","medium_airport","Bornholm Airport","Renne","55.063301","14.759600","52","47423","6568","ASP/","","http://en.wikipedia.org/wiki/Bornholm_Airport","13848"
"EKRR","closed","Ro Airport","Ro","55.210300","14.878600","325","","","","","","4695"
"EKRS","small_airport","Ringsted Airport","Ringsted","55.425800","11.806700","113","45047","2405","GRASS/","","","4362"
"EKSA","small_airport","Seby (Ottestrup) Airport","Seby","57.346699","10.407000","110","","","","","","4611"
"EKSB","medium_airport","Senderborg Airport","Senderborg","54.964401","9.791730","24","14-32","5895","ASP/","","http://en.wikipedia.org/wiki/S%C3%B8nderborg_Airport","13964"
"EKSC","heliport","Skjold Helideck","","55.531593","4.906667","0","","","","","","4334"
"EKSD","small_airport","Spjald Airport","Spjald","56.102699","8.514230","249","","","","","","4519"
"EKSI","heliport","Siri Helideck","","56.482716","4.911111","0","","","","","","4438"
"EKSN","medium_airport","Sindal Airport","Sindal","57.503502","10.229400","92","46235","3934","ASP/","","","13981"
"EKSO","heliport","Svenoy Heliport","Svenoy","62.276699","-6.341500","30","","","","","","4369"
"EKSP","medium_airport","Vojens Skrydstrup Airport","Vojens","55.225601","9.263930","141","10L-28R 10R-28L","9863/9750","PEM/PEM/","","","13341"
"EKSR","heliport","Stera Demun Heliport","Stera Demun","61.685299","-6.758500","305","","","","","","4552"
"EKSS","small_airport","Samse Airport","Samse","55.889500","10.613700","1","47027","2280","Grass/","","","4219"
"EKST","small_airport","Sydfy (Tasinge) Airport","Tasinge","55.016602","10.563300","7","47423","2953","UNK/","","","4759"
"EKSV","medium_airport","Skive Airport","Skive","56.550201","9.172980","74","14-32","3933","ASP/","","","13916"
"EKSY","heliport","Skevoy Heliport","Skevoy","61.769600","-6.803410","70","","","","","","4655"
"EKTB","heliport","Tershavn/Bodanes Heliport","Tershavn/Bodanes","62.021702","-6.757420","68","","","","","","4431"
"EKTD","small_airport","Tender Airport","Tender","54.929699","8.840570","1","11293","2871","UNK/","","","4694"
"EKTE","heliport","Tyra E Helideck","","55.721523","4.802056","0","","","","","","4617"
"EKTS","medium_airport","Thisted Airport","Thisted","57.068802","8.705220","23","47027","5249","ASP/","","http://en.wikipedia.org/wiki/Thisted_Airport","13801"
"EKTW","heliport","Tyra W Helideck","","55.716530","4.750306","0","","","","","","4557"
"EKVA","medium_airport","Vandel Air Base","Vandel","55.701000","9.213580","250","","","","","","13438"
"EKVB","small_airport","Viborg Airport","Viborg","56.410000","9.409100","75","","","","","","4633"
"EKVD","medium_airport","Kolding Vamdrup Airport","Kolding / Vamdrup","55.436298","9.330920","143","1-19 7-25","3301/2310","ASP/GRS","","","13454"
"EKVG","medium_airport","Vagar Airport","Vagar","62.063599","-7.277220","280","11293","5902","ASP/","","http://en.wikipedia.org/wiki/V%C3%A1gar_Airport","13110"
"EKVH","small_airport","Aars Airport","Aars","56.846901","9.458610","119","11-29 17-35","3976/1804","ASP/GRE","","http://en.wikipedia.org/wiki/Aars_Airport","4176"
"EKVJ","medium_airport","Stauning Airport","Skjern / Ringkebing","55.990101","8.353910","17","46631","4757","ASP/","","","13605"
"EKVL","closed","Vaerlose Air Base","Kirke Vaerlose","55.769501","12.323900","42","","","","","","4694"
"EKYT","large_airport","Aalborg Airport","Aalborg","57.092759","9.849243","10","08L-26R 08R-26L","8707/8363","PEM/ASP/","","http://en.wikipedia.org/wiki/Aalborg_Airport","103871"
"EK_4","small_airport","Vejre","","55.035000","11.375000","0","","","","","","4933"
"ELLX","large_airport","Luxembourg-Findel International Airport","Luxembourg","49.626598","6.211520","1234","45444","13130","ASPHALT/","","http://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport","67387"
"ELNT","small_airport","Noertrange Airport","Winseler","49.981098","5.917780","1522","46235","2155","grass/","","","4746"
"ELUS","small_airport","Useldange Airfield","Useldange","49.768600","5.965560","928","47027","2625","grass/","","","4539"
"ENAE","small_airport","era Airfield","emot","61.257401","11.668900","1621","43466","1968","ASP/","","","4489"
"ENAL","medium_airport","elesund Airport","elesund","62.562500","6.119700","69","45444","7592","ASP/","","http://en.wikipedia.org/wiki/%C3%85lesund_Airport%2C_Vigra","13534"
"ENAN","medium_airport","Andeya Airport","Andenes","69.292503","16.144199","43","3-21 14-32","5486/8097","ASP/ASP","","http://en.wikipedia.org/wiki/And%C3%B8ya_Airport%2C_Andenes","13165"
"ENAS","small_airport","Ny-elesund Airport. Hamnerabben","Ny-elesund","78.927498","11.874300","50","11293","3040","ASP/","","http://en.wikipedia.org/wiki/Ny-%C3%85lesund_Airport","_Hamnerabben","4429"
"ENAT","medium_airport","Alta Airport","Alta","69.976097","23.371700","9","47423","7165","ASP/","","http://en.wikipedia.org/wiki/Alta_Airport","13866"
"ENBE","heliport","Balder A Platform","","59.190601","2.358060","0","","","","","","4404"
"ENBG","heliport","Grennevikseren (Haukeland Sykehus) Heliport","Bergen","60.379880","5.346029","0","","","","","http://no.wikipedia.org/wiki/Bergen_helikopterplass","_Gr%C3%B8nneviks%C3%B8ren","4619"
"ENBL","small_airport","Bringeland Airport","Ferde","61.391102","5.756940","1046","45839","3084","ASP/","","http://en.wikipedia.org/wiki/F%C3%B8rde_Airport%2C_Bringeland","4736"
"ENBM","small_airport","Bemoen Airport","Tjukkebygdi","60.638901","6.501500","300","46631","3281","ASP/","","","4448"
"ENBN","medium_airport","Brenneysund Airport","Brenney","65.461098","12.217500","25","44256","3937","ASP/","","http://en.wikipedia.org/wiki/Br%C3%B8nn%C3%B8ysund_Airport%2C_Br%C3%B8nn%C3%B8y","13277"
"ENBO","large_airport","Bode Airport","Bode","67.269203","14.365300","42","45839","11136","CON/","","http://en.wikipedia.org/wiki/Bod%C3%B8_Airport","70900"
"ENBR","large_airport","Bergen Airport. Flesland","Bergen","60.293400","5.218140","170","17-35","9810","ASP/","","http://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland","103504"
"ENBS","medium_airport","Betsfjord Airport","Betsfjord","70.600502","29.691401","490","44256","3281","ASP/","","http://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport","13601"
"ENBV","medium_airport","Berleveg Airport","Berleveg","70.871399","29.034201","42","45444","3372","ASP/","","","13263"
"ENCN","medium_airport","Kristiansand Airport","Kjevik","58.204201","8.085370","57","44256","6660","ASP/","","http://en.wikipedia.org/wiki/Kristiansand_Airport%2C_Kjevik","13685"
"ENDI","small_airport","Geilo Airport Dagali","Dagali","60.417301","8.518350","2618","46235","5905","ASP/","","http://en.wikipedia.org/wiki/Geilo_Airport%2C_Dagali","5059"
"ENDO","small_airport","Dokka Thomlevold Airport","Dokka","60.833302","9.916670","512","46631","2427","Grass/","","","4847"
"ENDP","heliport","Draupner Platform","","58.188099","2.471110","0","","","","","","4710"
"ENDU","medium_airport","Bardufoss Airport","Melselv","69.055801","18.540400","252","47027","8015","ASP/","","http://en.wikipedia.org/wiki/Bardufoss_Airport","13896"
"ENEG","small_airport","Eggemoen Airport","Henefoss","60.217300","10.323900","656","44652","5790","Asphalt/","","","4381"
"ENEV","medium_airport","Harstad/Narvik Airport. Evenes","Evenes","68.491302","16.678101","84","17-35","9236","ASP/","","http://en.wikipedia.org/wiki/Harstad/Narvik_Airport%2C_Evenes","125"
"ENFA","small_airport","Flatval Airport","Freya","63.700600","8.760570","152","44652","2624","ASP/","","","5274"
"ENFB","closed","Oslo. Fornebu Airport","Oslo","59.895802","10.617200","0","","","","","http://en.wikipedia.org/wiki/Oslo_Airport%2C_Fornebu","4845"
"ENFG","medium_airport","Leirin Airport","","61.015598","9.288060","2697","15-33","6722","ASP/","","http://en.wikipedia.org/wiki/Fagernes_Airport%2C_Leirin","13373"
"ENFL","medium_airport","Flore Airport","Flore","61.583599","5.024720","37","45839","4144","ASP/","","http://en.wikipedia.org/wiki/Flor%C3%B8_Airport","13664"
"ENFR","closed","Frigg QP Platform","","59.878300","2.065000","0","","","","","","4470"
"ENFY","small_airport","Fyresdal Airfield","Fyresdal","59.200001","8.086670","986","43466","2624","ASP/","","http://en.wikipedia.org/wiki/Vest-Telemark_airport%2C_Fyresdal","4712"
"ENGK","small_airport","Gullknapp Flpl Airport","","58.516701","8.700000","390","45047","3674","Asphalt/","","","4381"
"ENGM","large_airport","Oslo Gardermoen Airport","Oslo","60.193901","11.100400","681","01L-19R 01R-19L","11811/9678","ASP/ASP","","http://en.wikipedia.org/wiki/Gardermoen_Air_Station","91225"
"ENGN","small_airport","Folldal Grimsmoe Airport","Folldal","62.117500","10.110800","2260","45839","3281","Gravel/","","","4821"
"ENGS","small_airport","Snesa Airfield. Grenera","Snesa","64.183586","12.171478","89","44652","1936","Gravel Grass","","","4270"
"ENHA","small_airport","Stafsberg Airport","Hamar","60.818100","11.068000","713","15-33","2625","Asphalt/","","http://en.wikipedia.org/wiki/Hamar_Airport%2C_Stafsberg","4466"
"ENHD","medium_airport","Haugesund Airport","Karmey","59.345299","5.208360","86","13-31","6957","ASP/","","http://en.wikipedia.org/wiki/Haugesund_Airport%2C_Karm%C3%B8y","13764"
"ENHF","medium_airport","Hammerfest Airport","Hammerfest","70.679703","23.668600","266","44652","3061","ASP/","","http://en.wikipedia.org/wiki/Hammerfest_Airport","13450"
"ENHK","small_airport","Hasvik Airport","Hasvik","70.486702","22.139700","21","47423","3179","ASP/","","http://en.wikipedia.org/wiki/Hasvik_Airport","4480"
"ENHN","small_airport","Elverum Starmoen Airport","","60.880001","11.673100","659","15-33","2906","Asphalt/","","","4655"
"ENHS","small_airport","Hokksund Airfield","","59.766899","9.911390","30","47027","2066","Grass/","","","4617"
"ENHT","small_airport","Hattfjelldal Airport","Hattfjelldal","65.594704","13.989200","689","46631","2346","Concrete/","","","4334"
